WRIST_x_0,WRIST_y_0,WRIST_z_0,THUMB_CMC_x_0,THUMB_CMC_y_0,THUMB_CMC_z_0,THUMB_MCP_x_0,THUMB_MCP_y_0,THUMB_MCP_z_0,THUMB_IP_x_0,THUMB_IP_y_0,THUMB_IP_z_0,THUMB_TIP_x_0,THUMB_TIP_y_0,THUMB_TIP_z_0,INDEX_FINGER_MCP_x_0,INDEX_FINGER_MCP_y_0,INDEX_FINGER_MCP_z_0,INDEX_FINGER_PIP_x_0,INDEX_FINGER_PIP_y_0,INDEX_FINGER_PIP_z_0,INDEX_FINGER_DIP_x_0,INDEX_FINGER_DIP_y_0,INDEX_FINGER_DIP_z_0,INDEX_FINGER_TIP_x_0,INDEX_FINGER_TIP_y_0,INDEX_FINGER_TIP_z_0,MIDDLE_FINGER_MCP_x_0,MIDDLE_FINGER_MCP_y_0,MIDDLE_FINGER_MCP_z_0,MIDDLE_FINGER_PIP_x_0,MIDDLE_FINGER_PIP_y_0,MIDDLE_FINGER_PIP_z_0,MIDDLE_FINGER_DIP_x_0,MIDDLE_FINGER_DIP_y_0,MIDDLE_FINGER_DIP_z_0,MIDDLE_FINGER_TIP_x_0,MIDDLE_FINGER_TIP_y_0,MIDDLE_FINGER_TIP_z_0,RING_FINGER_MCP_x_0,RING_FINGER_MCP_y_0,RING_FINGER_MCP_z_0,RING_FINGER_PIP_x_0,RING_FINGER_PIP_y_0,RING_FINGER_PIP_z_0,RING_FINGER_DIP_x_0,RING_FINGER_DIP_y_0,RING_FINGER_DIP_z_0,RING_FINGER_TIP_x_0,RING_FINGER_TIP_y_0,RING_FINGER_TIP_z_0,PINKY_MCP_x_0,PINKY_MCP_y_0,PINKY_MCP_z_0,PINKY_PIP_x_0,PINKY_PIP_y_0,PINKY_PIP_z_0,PINKY_DIP_x_0,PINKY_DIP_y_0,PINKY_DIP_z_0,PINKY_TIP_x_0,PINKY_TIP_y_0,PINKY_TIP_z_0,WRIST_x_1,WRIST_y_1,WRIST_z_1,THUMB_CMC_x_1,THUMB_CMC_y_1,THUMB_CMC_z_1,THUMB_MCP_x_1,THUMB_MCP_y_1,THUMB_MCP_z_1,THUMB_IP_x_1,THUMB_IP_y_1,THUMB_IP_z_1,THUMB_TIP_x_1,THUMB_TIP_y_1,THUMB_TIP_z_1,INDEX_FINGER_MCP_x_1,INDEX_FINGER_MCP_y_1,INDEX_FINGER_MCP_z_1,INDEX_FINGER_PIP_x_1,INDEX_FINGER_PIP_y_1,INDEX_FINGER_PIP_z_1,INDEX_FINGER_DIP_x_1,INDEX_FINGER_DIP_y_1,INDEX_FINGER_DIP_z_1,INDEX_FINGER_TIP_x_1,INDEX_FINGER_TIP_y_1,INDEX_FINGER_TIP_z_1,MIDDLE_FINGER_MCP_x_1,MIDDLE_FINGER_MCP_y_1,MIDDLE_FINGER_MCP_z_1,MIDDLE_FINGER_PIP_x_1,MIDDLE_FINGER_PIP_y_1,MIDDLE_FINGER_PIP_z_1,MIDDLE_FINGER_DIP_x_1,MIDDLE_FINGER_DIP_y_1,MIDDLE_FINGER_DIP_z_1,MIDDLE_FINGER_TIP_x_1,MIDDLE_FINGER_TIP_y_1,MIDDLE_FINGER_TIP_z_1,RING_FINGER_MCP_x_1,RING_FINGER_MCP_y_1,RING_FINGER_MCP_z_1,RING_FINGER_PIP_x_1,RING_FINGER_PIP_y_1,RING_FINGER_PIP_z_1,RING_FINGER_DIP_x_1,RING_FINGER_DIP_y_1,RING_FINGER_DIP_z_1,RING_FINGER_TIP_x_1,RING_FINGER_TIP_y_1,RING_FINGER_TIP_z_1,PINKY_MCP_x_1,PINKY_MCP_y_1,PINKY_MCP_z_1,PINKY_PIP_x_1,PINKY_PIP_y_1,PINKY_PIP_z_1,PINKY_DIP_x_1,PINKY_DIP_y_1,PINKY_DIP_z_1,PINKY_TIP_x_1,PINKY_TIP_y_1,PINKY_TIP_z_1
0.8440305590629578,0.6150879859924316,2.413535003142897e-05,0.7881015539169312,0.527435839176178,-0.001932588405907154,0.7152056097984314,0.4799012839794159,-0.05247683450579643,0.6505515575408936,0.4628676772117615,-0.10573094338178635,0.5934154987335205,0.4440622329711914,-0.15793786942958832,0.7384412288665771,0.4472232162952423,-0.2449020892381668,0.6541480422019958,0.4532009959220886,-0.37848037481307983,0.6027840375900269,0.48267248272895813,-0.44444915652275085,0.5625647306442261,0.517845630645752,-0.48918354511260986,0.7792319059371948,0.49784424901008606,-0.276103138923645,0.6851316690444946,0.5326230525970459,-0.38653630018234253,0.6399410963058472,0.5792155861854553,-0.38671186566352844,0.605075478553772,0.6128110289573669,-0.38428083062171936,0.8205286860466003,0.5618258714675903,-0.3038956820964813,0.7283293008804321,0.6067235469818115,-0.40090084075927734,0.672500491142273,0.6459178924560547,-0.40358036756515503,0.6324732303619385,0.6733605861663818,-0.40197792649269104,0.8520885109901428,0.6206866502761841,-0.3298201560974121,0.7928668260574341,0.6592316627502441,-0.4188492000102997,0.7464731335639954,0.6792430281639099,-0.4511525630950928,0.7024432420730591,0.6875260472297668,-0.4770480990409851,0.15433108806610107,0.6069234609603882,-5.689225872629322e-05,0.24368852376937866,0.5495622158050537,-0.01812630146741867,0.3238207697868347,0.49402472376823425,-0.07204039394855499,0.3818488121032715,0.4316881597042084,-0.1239931732416153,0.43174535036087036,0.3538138270378113,-0.16626028716564178,0.29501697421073914,0.454379141330719,-0.24014079570770264,0.3979968726634979,0.579764723777771,-0.28033626079559326,0.3654133677482605,0.5920628905296326,-0.2547936737537384,0.3335522413253784,0.5572483539581299,-0.26194751262664795,0.23695094883441925,0.49213746190071106,-0.2669655680656433,0.3664928376674652,0.632896900177002,-0.30388718843460083,0.32696953415870667,0.6319338083267212,-0.2208249270915985,0.2939199209213257,0.596717357635498,-0.20484943687915802,0.1903156340122223,0.5428745150566101,-0.2978884279727936,0.3107232451438904,0.6717843413352966,-0.3158920109272003,0.28171271085739136,0.6691623330116272,-0.2259691208600998,0.259243369102478,0.6363589763641357,-0.19548316299915314,0.15547189116477966,0.6044948101043701,-0.33585983514785767,0.24103423953056335,0.6869412660598755,-0.40104612708091736,0.23370347917079926,0.6928567886352539,-0.40683457255363464,0.22248207032680511,0.6778818964958191,-0.43101608753204346
